"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
228,"NCT03432533","A Comparison of Subject-administered Romosozumab With Healthcare Provider-administered Romosozumab for Osteoporosis",,"Completed","Has Results","Post-Menopausal Osteoporosis","Drug: romosozumab HCP administration with PFS|Device: romosozumab self-administration with AI/Pen","Percent Change From Baseline in Lumbar Spine BMD at Month 6|Percent Change From Baseline in Total Hip BMD at Month 6|Percent Change From Baseline in Femoral Neck BMD at Month 6|Number of Participants With Treatment Emergent Adverse Events (TEAEs), Serious Adverse Events (SAEs), Device-Related AEs, Discontinuations Due to AEs, and Deaths|Number of Participants Developing Anti-Romosozumab Antibodies","Amgen","Female","55 Years to 90 Years   (Adult, Older Adult)","Phase 3","283","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","20150120|2017-003512-40","February 6, 2018","April 11, 2019","January 8, 2020","February 14, 2018","April 10, 2020","November 23, 2020","Research Site, Birmingham, Alabama, United States|Research Site, Birmingham, Alabama, United States|Research Site, Huntsville, Alabama, United States|Research Site, Tuscaloosa, Alabama, United States|Research Site, Chandler, Arizona, United States|Research Site, Mesa, Arizona, United States|Research Site, Cypress, California, United States|Research Site, Fullerton, California, United States|Research Site, Glendale, California, United States|Research Site, Laguna Hills, California, United States|Research Site, Santa Maria, California, United States|Research Site, Tustin, California, United States|Research Site, Denver, Colorado, United States|Research Site, Golden, Colorado, United States|Research Site, Delray Beach, Florida, United States|Research Site, South Miami, Florida, United States|Research Site, Atlanta, Georgia, United States|Research Site, Atlanta, Georgia, United States|Research Site, Bridgeton, Missouri, United States|Research Site, Springfield, Missouri, United States|Research Site, Las Vegas, Nevada, United States|Research Site, Great Neck, New York, United States|Research Site, Charlotte, North Carolina, United States|Research Site, Fargo, North Dakota, United States|Research Site, Cincinnati, Ohio, United States|Research Site, Duncansville, Pennsylvania, United States|Research Site, Wyomissing, Pennsylvania, United States|Research Site, Spartanburg, South Carolina, United States|Research Site, Summerville, South Carolina, United States|Research Site, San Antonio, Texas, United States|Research Site, Salt Lake City, Utah, United States|Research Site, Chesapeake, Virginia, United States|Research Site, Danville, Virginia, United States|Research Site, Renton, Washington, United States|Research Site, Franklin, Wisconsin, United States|Research Site, Bialystok, Poland|Research Site, Lodz, Poland|Research Site, Swidnik, Poland|Research Site, Warszawa, Poland|Research Site, Chorley, United Kingdom|Research Site, Edinburgh, United Kingdom|Research Site, Liverpool, United Kingdom|Research Site, London, United Kingdom|Research Site, Manchester, United Kingdom|Research Site, Northwood, United Kingdom|Research Site, Romford, United Kingdom","""Study Protocol"", https://ClinicalTrials.gov/ProvidedDocs/33/NCT03432533/Prot_000.pdf|""Statistical Analysis Plan"", https://ClinicalTrials.gov/ProvidedDocs/33/NCT03432533/SAP_001.pdf","https://ClinicalTrials.gov/show/NCT03432533"
229,"NCT02347865","Characteristics and Management of Postmenopausal Women With Osteoporosis Treated With Prolia® in France","PILOTE","Completed","No Results Available","Post Menopausal Osteoporosis","Drug: AMG 162 - Prolia","patient occurence of persistence (persistence is defined in the outcome description) at 12 months|patient occurence of persistence (persistence is defined in the outcome description) at 24 months and time to non-persistence at 24 months|describe the use of Prolia in routine clinical practice during approximately 30 months from the first injection|patient occurence of Adverse Drug Reactions (ADRs) and Serious Adverse Drug Reactions (SADRs) as collected in routine clinical practice|Occurrence of patient reported osteoporosis related vertebral and non vertebral fractures reported during the study","Amgen","Female","40 Years to 95 Years   (Adult, Older Adult)",,"777","Industry","Observational","Observational Model: Case-Only|Time Perspective: Prospective","20130240","June 16, 2015","October 26, 2017","September 27, 2018","January 27, 2015",,"November 14, 2022","Amgen, Paris, France",,"https://ClinicalTrials.gov/show/NCT02347865"
230,"NCT04820738","Effects of Sensory Motor Training on Balance and Proprioception Among Post-Menopausal Obese Women",,"Completed","No Results Available","Post Menopaused Female","Other: Sensorimotor training exercises|Other: Without Sensorimotor training exercises","Functional Reach Test (FRT)|Time Up and Go Test (TUG)|One Leg Stance Test (OLS)","Riphah International University","Female","45 Years to 65 Years   (Adult, Older Adult)","Not Applicable","44","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","REC/Lhr/20/2050 Sehar Shabeer","February 15, 2020","October 20, 2020","December 20, 2020","March 29, 2021",,"March 30, 2021","Binash afzal, Lahore, Punjab, Pakistan",,"https://ClinicalTrials.gov/show/NCT04820738"
231,"NCT04141033","Assessment of Neopterin Levels in Pre- and Post-menopausal Women With Chronic Periodontitis",,"Completed","No Results Available","Menopause","Diagnostic Test: assessment of neopterin levels","assess salivary and gingival crevicular fluid neopterin levels in patients with chronic periodontitis in pre- and post-menopausal women|evaluate the value of neopterin as a biomarker","Ain Shams University","Female","35 Years to 60 Years   (Adult)","Not Applicable","30","Other","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Diagnostic","Abeer Alaa 88","January 25, 2019","April 25, 2019","April 30, 2019","October 28, 2019",,"October 28, 2019","Ain Shams University- Faculty of Dentistry, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT04141033"
232,"NCT01443455","Adherence and Health Effects of Video Dance in Postmenopausal Women",,"Completed","No Results Available","Post Menopausal","Behavioral: videodance|Behavioral: Brisk Walking|Behavioral: delayed entry control","Adherence|Endurance|body composition|vascular health|balance|personality|sleep quality|visuospatial/constructional function|attention domain|Useful Field of View|step reaction time","University of Pittsburgh|National Institute on Aging (NIA)","Female","50 Years to 65 Years   (Adult, Older Adult)","Not Applicable","168","Other|NIH","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Outcomes Assessor)|Primary Purpose: Treatment","PRO08080012|T32AG021885|P30AG024827","January 2010","July 31, 2012","September 30, 2012","September 29, 2011",,"October 2, 2017","University of Pittsburgh, Pittsburgh, Pennsylvania, United States",,"https://ClinicalTrials.gov/show/NCT01443455"
233,"NCT02679794","Impact of Egg Consumption on Carotenoid and Vitamin D Bioavailability in Pre- and Post-menopausal Women",,"Completed","No Results Available","Menopause","Behavioral: Egg consumption|Behavioral: Control","Contents of total and individual carotenoids in triglyceride-rich lipoprotein fractions|Vitamin D content in in triglyceride-rich lipoprotein fractions","Purdue University","Female","19 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Single (Investigator)|Primary Purpose: Other","1507016290","December 2015","May 2017","August 2017","February 10, 2016",,"January 11, 2018","Purdue Clinical Research Center, West Lafayette, Indiana, United States",,"https://ClinicalTrials.gov/show/NCT02679794"
234,"NCT02841137","Efficacy Study of Progesterone Tablet in Post-menopausal Women",,"Completed","No Results Available","Menopause","Drug: Progesterone","endometrial thickness change towards baseline (mm)|histological assessment of the endometrium (presence of hyperplasia or proliferation)|bleeding (presence or absence)|quality of life (MENQOL Questionnaire)|sleep scale from the Medical Outcomes Study (MOS)","IBSA Institut Biochimique SA","Female","40 Years to 65 Years   (Adult, Older Adult)","Phase 2","80","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","16CDN-Prg02","June 2016","August 2, 2017","April 25, 2018","July 22, 2016",,"June 11, 2018","Algorithme Pharma, Mont-Royal, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT02841137"
235,"NCT03556800","Study to Investigate the Pharmacokinetics & Safety Following One Application of 3 Different Doses 0.5,0.75,& 1.25 gm,a Transdermal Estradiol Cream (VML-0203), in Comparison to a Single Dose of EstroGel 1.25 gm to Healthy Post-menopausal Women.",,"Recruiting","No Results Available","Menopause","Drug: Estrogel","To compare the bio-availability of estradiol and estrone.|To provide general safety information for VML-0203.","Viramal Limited|Simbec Research","Female","30 Years and older   (Adult, Older Adult)","Phase 1","20","Industry","Interventional","Allocation: Randomized|Intervention Model: Crossover Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Supportive Care","VML-0203-002","May 22, 2018","June 30, 2022","June 30, 2022","June 14, 2018",,"April 27, 2022","Simbec Research Ltd, Merthyr Tydfil, Wales, United Kingdom",,"https://ClinicalTrials.gov/show/NCT03556800"
236,"NCT05275270","Role of Topical Oxytocin Gel in Post-Menopausal Women",,"Completed","No Results Available","Menopause Related Conditions","Other: oxytocin gel|Other: placebo gel","vaginal pallor|intravaginal potential of hydrogen (pH)|Cytological examination of vaginal smear|The Female Sexual Function Index (FSFI) questionnaire|questionnaire to assess the psychological function|Visual Analogue Scale (VAS)|Cholesterol|Triglyceride|HDL-C|LDL-C|C-Reactive Protein (CRP)|Random blood sugar (RBS)|HBA1C|Insulin|C-Peptide F|Cortisol at morning|Interleukin-6 (IL-6)|Tumor necrosis factor-Alfa (TNF-Alfa)","Al-Azhar University|National Research Centre, Egypt","Female","47 Years to 66 Years   (Adult, Older Adult)","Not Applicable","50","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Outcomes Assessor)|Primary Purpose: Supportive Care","Topical Oxytocin Gel","December 1, 2020","May 31, 2021","May 31, 2021","March 11, 2022",,"March 11, 2022","Al-Galaa Teaching Hospital, Cairo, Egypt",,"https://ClinicalTrials.gov/show/NCT05275270"
237,"NCT02517801","Investigation on the Sustained Effect of Anthocyanins on Endothelial Function in Postmenopausal Women","Anthocyanins","Completed","No Results Available","Post-menopausal Women","Dietary Supplement: Anthocyanin capsules|Dietary Supplement: placebo capsules","Endothelial function|Pulse wave velocity|Central blood pressure|Heart rate|Ambulatory blood pressure","Heinrich-Heine University, Duesseldorf","Female","50 Years and older   (Adult, Older Adult)","Not Applicable","20","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Prevention","Anthocyanins","January 2015","September 2015","September 2015","August 7, 2015",,"November 3, 2015","Division of Cardiology, Pulmonary Disease and Vascular Medicine, University Hospital Duesseldorf, Duesseldorf, Germany",,"https://ClinicalTrials.gov/show/NCT02517801"
238,"NCT03942276","Effects of Different Exercises Interventions in Post-menopausal Women",,"Terminated","No Results Available","Hypertension|Menopause","Other: High intensity interval training|Other: Moderate intensity continuous training|Other: Control","Changes in Ambulatorial Blood Pressure|Changes in Resting Blood Pressure|Changes in Heart Rate Variability|Changes in Ambulatorial Blood Pressure Variability|Changes in Blood pressure reactivity|Changes in salivary oxidative stress (umol/L)|Changes in salivary oxidative stress (units/mg prot)|Changes in salivary oxidative stress (μmol H2O2/min/g prot)|Changes in salivary oxidative stress (nM)|Changes in blood biomarkers (mg/dL)|Changes in blood biomarkers (nM)|Changes in blood biomarkers (pg/mL)|Changes in blood biomarkers (mg/L)|Changes in blood biomarkers (Units/mg de prot)|Changes in blood biomarkers (umol/L)","Federal University of Uberlandia","Female","50 Years to 70 Years   (Adult, Older Adult)","Not Applicable","60","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CEP UFU 07839218.8.0000.5152","September 1, 2019","March 31, 2020","September 30, 2020","May 8, 2019",,"January 11, 2021","Guilherme Morais Puga, Uberlandia, Minas Gerais, Brazil",,"https://ClinicalTrials.gov/show/NCT03942276"
239,"NCT02598934","A Study of Ibandronate (Boniva) to Evaluate Bone Turnover Markers in Women With Treatment-Naive Postmenopausal Osteoporosis",,"Completed","Has Results","Post Menopausal Osteoporosis","Drug: Ibandronate","Percent Change From Baseline to Month 6 in Serum C-terminal Telopeptide of Type 1 Collagen (CTX)|Percent Change From Baseline to Month 6 in Urine N-terminal Telopeptide of Type 1 Collagen (NTX)|Percent Change From Baseline to Month 6 in Serum Procollagen Type 1 N-terminal Propeptide (P1NP)|Percent Change From Baseline to Month 6 in Serum Osteocalcin|Percent Change From Baseline to Month 6 in Serum Bone-Specific Alkaline Phosphatase (BSAP)|Percentage of Participants Who Were ""Very Confident"" or ""Confident"" to Items on the Boniva Confidence Scale (BCS) at Month 6","Hoffmann-La Roche","Female","Child, Adult, Older Adult","Phase 4","308","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","ML18057","August 2004","May 2006","May 2006","November 6, 2015","March 9, 2016","March 9, 2016","Montgomery, Alabama, United States|Chandler, Arizona, United States|Peoria, Arizona, United States|Hot Springs, Arkansas, United States|Pine Bluff, Arkansas, United States|Anaheim, California, United States|Beverly Hills, California, United States|Carmichael, California, United States|Wilmington, Delaware, United States|Deland, Florida, United States|Miami, Florida, United States|Miami, Florida, United States|Palm Habor, Florida, United States|Palm Springs, Florida, United States|West Palm Beach, Florida, United States|Atlanta, Georgia, United States|Rome, Georgia, United States|Morton Grove, Illinois, United States|Indianapolis, Indiana, United States|Waterloo, Iowa, United States|Baltimore, Maryland, United States|Hagerstown, Maryland, United States|Reistertown, Maryland, United States|Olive Branch, Mississippi, United States|Jefferson City, Missouri, United States|St Louis, Missouri, United States|Omaha, Nebraska, United States|Bloomfield, New Jersey, United States|Bronx, New York, United States|New York, New York, United States|Morehead City, North Carolina, United States|Morganton, North Carolina, United States|Raleigh, North Carolina, United States|Oklahoma City, Oklahoma, United States|Medford, Oregon, United States|Doylestown, Pennsylvania, United States|Langhorne, Pennsylvania, United States|Philadelphia, Pennsylvania, United States|Mount Pleasant, South Carolina, United States|Spartanburg, South Carolina, United States|Morristown, Tennessee, United States|Murfreesboro, Tennessee, United States|Nashville, Tennessee, United States|Amarillo, Texas, United States|Fort Worth, Texas, United States|San Antonio, Texas, United States|Texarkana, Texas, United States|Richmond, Virginia, United States|Tacoma, Washington, United States|Madison, Wisconsin, United States|Ponce, Puerto Rico|San Juan, Puerto Rico|San Juan, Puerto Rico",,"https://ClinicalTrials.gov/show/NCT02598934"
